idle, timer, state
39,5975,1
2638,5815,3
2160,2890,3
447,549,3
955,38446,3
4017,37219,3
4005,32887,3
3974,28561,3
3995,24271,3
4208,19962,3
4313,15441,3
4307,10757,3
4340,6084,3
629,1403,3
496,561,3
9,56306,1
2546,56259,3
4235,53360,3
2731,48761,3
922,45497,3
4099,44188,3
4361,39718,3
4408,35048,3
4157,30250,3
4379,25732,3
4265,21036,3
4402,16406,3
4049,11630,3
35,7311,1
100,7045,2
3808,6741,3
1301,2559,3
38,983,1
390,790,3
184,204,2
643,658,3
8,825,1
579,674,3
867,911,3
621,726,3
856,902,3
382,751,3
91,80,1
940,970,3
687,729,3
745,793,3
764,811,3
130,822,2
341,372,3
895,929,3
772,820,3
1821,29797,3
4388,27614,3
4229,22834,3
4413,18228,3
4378,13438,3
4258,8715,3
4059,4095,3
4145,99123,3
4275,94600,3
4245,89984,3
4348,85390,3
4298,80659,3
4345,76013,3
4332,71283,3
4354,66583,3
4207,61883,3
4191,16027,3
4362,11489,3
3235,6769,3
40,3253,1
478,3061,3
690,2243,3
816,1339,3
268,298,2
1676,16033,3
4340,14013,3
4369,9309,3
4337,4528,3
4264,24916,3
4350,20297,3
4368,15574,3
2022,10858,3
2153,8634,3
3267,6111,3
819,2594,3
686,1461,3
434,488,3
10,2132,1
1957,2079,3
324,136659,3
4189,136032,3
2363,131086,3
768,128153,3
4276,127092,3
4381,122514,3
2223,117752,3
1501,114952,3
4295,113093,3
4361,108424,3
4175,103697,3
109,99195,2
3502,98443,3
4364,94571,3
4395,89824,3
1110,85068,3
40,83668,1
142,83470,2
2332,16028,3
4333,13356,3
4351,8664,3
3861,3939,3
42,15991,1
4309,15747,3
4293,11052,3
4368,6402,3
1552,1666,3
2466,16011,3
4342,13158,3
2808,8462,3
77,5387,1
751,4997,3
3765,3874,3
96,15989,1
4170,15629,3
4327,11102,3
4348,6423,3
97,1700,1
831,1499,3
354,467,3
2467,15986,3
228,13128,2
3903,12681,3
4355,8396,3
3554,3659,3
9,1924,1
279,1874,2
266,1302,2
777,830,3
2666,13785,3
4339,10748,3
4391,6041,3
252,1280,2
870,934,3
1693,16031,3
40,14056,1
312,13716,3
76,13094,1
3719,12733,3
105,8653,2
3914,8222,3
106,3932,2
3460,3526,3
9,15979,1
77,15841,1
3895,15473,3
104,11202,2
3929,10807,3
91,6479,1
3943,6111,3
162,1790,2
786,1405,3
324,403,3
2297,13913,3
100,11244,2
3937,10862,3
105,6566,2
3932,6176,3
81,1913,1
836,1610,3
488,545,3
873,1727,3
569,635,3
63,15978,1
101,15729,2
3796,15339,3
116,11174,2
2745,10771,3
8,3714,1
257,3339,2
35,2830,1
2556,2609,3
775,3796,3
262,2746,2
104,2185,2
1999,2060,3
499,606,3
988,3837,3
2420,2484,3
1586,7209,3
4177,5250,3
179,700,2
367,422,3
3522,3722,3
338,17708,3
358,17121,3
1918,2043,3
949,4019,3
2739,2867,3
1212,8033,3
4131,6634,3
2174,2301,3
1747,2222,3
23,288,1
235,259,2
2591,13758,3
727,10877,3
31,3891,1
3689,3791,3
297,3903,2
3295,3422,3
707,2014,3
40,1123,1
894,1076,3
2938,32035,3
4197,28894,3
4131,24494,3
4129,20156,3
4135,15822,3
4111,11483,3
4131,7167,3
2361,2833,3
144,129,2
95,93,1
569,653,3
253,902,2
345,379,3
880,924,3
793,855,3
664,730,3
645,834,3
783,877,3
848,905,3
683,738,3
1142,2845,3
252,1375,2
886,942,3
719,87700,3
1808,86767,3
4265,84607,3
4269,79971,3
4369,75313,3
4364,70548,3
4388,65782,3
4411,61031,3
219,56253,2
3928,55812,3
170,51506,2
1810,16018,3
55,13808,1
558,13443,3
559,3787,3
75,2840,1
2444,2493,3
755,3721,3
35,2463,1
2175,2217,3
1546,4573,3
119,2719,2
2234,2289,3
1142,15991,3
76,14542,1
62,14196,1
3784,14031,3
143,9917,2
3803,9448,3
127,5279,2
3799,4837,3
121,662,2
88,239,1
130,128,2
3647,16038,3
116,12024,2
3949,11605,3
85,7296,1
3961,6936,3
113,2609,2
851,2153,3
691,1060,3
122,153,2
1524,2463,3
144,641,2
110,119,2
325,329,3
475,511,3
494,528,3
858,902,3
519,824,3
102,942,2
508,549,3
758,802,3
775,819,3
764,810,3
91,816,1
112,437,2
63,44,1
933,964,3
777,826,3
1109,2254,3
48,585,1
305,332,3
3645,16036,3
4296,12056,3
4318,7424,3
2703,2769,3
1273,15993,3
4287,14428,3
4361,9782,3
4323,5077,3
377,414,3
3832,16037,3
4366,11834,3
2073,7121,3
32,4618,1
1534,4390,3
101,2496,2
82,2097,1
879,1913,3
763,821,3
1436,16018,3
9,14270,1
64,14203,1
3960,13899,3
113,9573,2
3907,9109,3
108,4831,2
3901,4391,3
97,104,1
10,16036,1
3921,15891,3
110,11610,2
3920,11184,3
113,6896,2
3795,6470,3
126,2277,2
374,1820,3
764,1214,3
60,86,1
2003,5669,3
44,3330,1
2949,3022,3
73,79,1
362,434,3
88,742,1
369,393,3
873,925,3
770,834,3
180,207,2
422,469,3
371,828,3
130,164,2
10,4396,1
4035,4225,3
122,89794,2
3892,89313,3
113,85052,2
3901,84603,3
125,80295,2
3878,79845,3
136,75587,2
3797,75107,3
46,70949,1
3964,70687,3
83,66326,1
3890,65964,3
115,61694,2
3829,61246,3
106,57093,2
3896,56682,3
101,52375,2
3903,51968,3
115,47686,2
3750,47240,3
4014,42813,3
9,38435,1
39,38386,1
3861,38175,3
129,33994,2
3925,33548,3
111,29246,2
3837,28827,3
114,24677,2
3912,24256,3
109,19950,2
3933,19551,3
106,15259,2
381,14869,3
3312,14244,3
125,10581,2
3949,10149,3
45,5825,1
3985,5573,3
107,1237,2
377,856,3
208,237,2
26,24,1
114,360,2
164,138,2
405,501,3
96,83,1
925,971,3
240,835,2
223,257,2
890,935,3
726,777,3
1831,2816,3
574,659,3
2995,3830,3
179,206,2
4013,28099,3
4342,23745,3
4178,19047,3
4321,14521,3
4337,9845,3
4310,5122,3
235,459,2
106,131,2
3791,4323,3
142,179,2
816,54892,3
195,210,2
846,897,3
774,836,3
631,839,3
780,831,3
710,769,3
2371,2830,3
97,87,1
1042,3954,3
615,44303,3
58,43413,1
1573,43120,3
3514,3578,3
207,3732,2
3137,3205,3
816,33352,3
4413,32242,3
4241,27448,3
4326,22833,3
4355,18135,3
4231,13407,3
4246,8811,3
4117,4184,3
865,923,3
756,820,3
774,836,3
780,838,3
140,840,2
327,360,3
3887,40751,3
4253,36513,3
4392,31891,3
4387,27133,3
4241,22387,3
4404,17740,3
4406,12982,3
4369,8209,3
3351,3463,3
641,7466,3
4377,6488,3
1682,1748,3
2184,9497,3
4128,6836,3
729,2330,3
1294,1391,3
1608,36495,3
4385,34573,3
4248,29807,3
4325,25200,3
2467,20530,3
1644,17809,3
1243,15799,3
225,1037,2
603,704,3
9,1989,1
1293,1940,3
273,382,2
3525,4010,3
127,145,2
3701,6692,3
2585,2680,3
427,519,3
107,94,2
291,295,2
442,523,3
805,899,3
804,899,3
812,902,3
398,890,3
161,191,2
3755,11394,3
910,7324,3
80,6006,1
2386,5750,3
7,3054,1
2827,2925,3
745,32008,3
40,30994,1
3789,30762,3
8,26658,1
30,26620,1
3837,26469,3
33,22329,1
3792,22136,3
31,18029,1
3811,17855,3
7,13730,1
3853,13595,3
35,9447,1
3790,9242,3
7,5138,1
3877,5022,3
28,842,1
52,685,1
530,628,3
695,742,3
785,847,3
648,847,3
447,492,3
763,825,3
768,829,3
48,752,1
131,565,2
186,206,2
215,938,2
356,447,3
199,223,2
588,639,3
783,848,3
645,761,3
234,785,2
336,351,3
865,914,3
767,830,3
666,769,3
417,905,3
157,190,2
103,921,2
612,672,3
788,860,3
760,859,3
836,889,3
257,627,2
184,176,2
941,28084,3
2202,26867,3
89,24358,1
1370,24046,3
93,85,1
927,980,3
702,745,3
57,847,1
119,572,2
150,181,2
899,940,3
762,833,3
715,765,3
584,2826,3
97,1916,1
455,1514,3
761,819,3
2126,3786,3
144,1297,2
883,928,3
2798,3772,3
136,662,2
212,215,2
3491,3875,3
37,20,1
88,1144,1
497,787,3
80,80,1
590,648,3
757,866,3
849,904,3
9,724,1
151,589,2
119,116,2
934,981,3
798,857,3
793,853,3
553,742,3
85,2890,1
2484,2548,3
994,3738,3
134,2425,2
870,1930,3
741,840,3
1756,3786,3
111,1658,2
205,1225,2
857,921,3
2499,3795,3
70,907,1
540,601,3
713,1775,3
776,840,3
885,24519,3
132,23328,2
3864,22838,3
110,18616,2
3803,18207,3
125,14036,2
3736,13563,3
115,9439,2
41,8999,1
3696,8787,3
116,4723,2
3901,4282,3
43,50347,1
3996,50104,3
103,45736,2
925,45308,3
44,43926,1
186,43678,2
1890,3911,3
554,1681,3
886,938,3
2284,3745,3
75,1111,1
887,940,3
2906,35178,3
4360,31895,3
4296,27188,3
4389,22515,3
4285,17740,3
4397,13107,3
4274,8315,3
3596,3667,3
10,8,1
187,185,2
32,892,1
686,736,3
773,835,3
551,615,3
877,938,3
453,774,3
2884,2953,3
1076,24958,3
262,23573,2
113,22690,2
1123,22282,3
1768,3717,3
63,1478,1
236,1256,2
887,937,3
2423,3791,3
27,1017,1
181,969,2
489,553,3
3125,13023,3
228,9537,2
3852,9046,3
202,4830,2
1532,4365,3
1910,2392,3
94,101,1
113,15794,2
504,15468,3
301,335,3
819,873,3
772,836,3
343,835,3
110,157,2
101,941,2
547,600,3
763,824,3
774,838,3
776,839,3
94,837,1
201,463,2
45,22,1
912,960,3
2528,4915,3
220,1970,2
338,1487,3
754,906,3
2202,50433,3
235,47847,2
2559,47349,3
267,44343,2
93,851,1
126,523,2
144,119,2
908,958,3
773,835,3
729,835,3
44,904,1
459,742,3
49,7,1
183,941,2
467,525,3
737,835,3
831,891,3
688,728,3
99,2798,1
249,2441,2
857,1921,3
774,838,3
1695,31442,3
198,29385,2
3895,28919,3
234,24633,2
3701,24135,3
110,20061,2
9,19724,1
3858,19669,3
223,15461,2
257,14985,2
3534,14619,3
9,10734,1
136,10682,2
3896,10317,3
263,6041,2
3829,5503,3
221,1303,2
5,777,1
50,583,1
401,427,3
820,870,3
697,753,3
595,829,3
252,926,2
283,304,2
884,934,3
759,822,3
1270,33137,3
205,31502,2
3728,31034,3
139,26950,2
3887,26554,3
171,22252,2
3884,21817,3
292,17563,2
3805,17004,3
216,12829,2
3881,12346,3
225,8097,2
3881,7606,3
244,3355,2
2728,2844,3
714,9816,3
208,8725,2
3663,8213,3
133,4154,2
3700,3782,3
138,50111,2
3829,49679,3
205,45481,2
209,45008,2
40,44530,1
175,44327,2
64,0,1
882,957,3
768,831,3
354,762,3
135,125,2
163,972,2
460,518,3
702,752,3
1952,38542,3
199,36214,2
3878,35754,3
205,31517,2
3705,31049,3
236,26965,2
3717,26453,3
146,22371,2
3862,21955,3
189,17673,2
3885,17220,3
238,12965,2
673,12457,3
2956,11541,3
214,8212,2
9,7732,1
3824,7677,3
225,3488,2
210,2963,2
2596,2643,3
358,4888,3
264,4228,2
3676,3727,3
52,4960,1
225,4703,2
3713,4229,3
33,155,1
105,102,2
100,38891,2
7,38543,1
3130,38505,3
4348,35042,3
4340,30334,3
4263,25629,3
4430,21033,3
4390,16280,3
4149,11500,3
4285,6993,3
2269,2338,3
1746,3218,3
78,1105,1
934,1005,3
1710,45100,3
235,255,2
165,935,2
285,489,2
790,862,3
796,853,3
781,839,3
652,755,3
179,37121,2
3936,36714,3
265,32414,2
3852,31861,3
269,27628,2
3622,27088,3
142,23082,2
3891,22693,3
153,18432,2
3898,18012,3
217,13737,2
3832,13237,3
214,9063,2
3850,8587,3
9,4351,1
134,4297,2
3809,3927,3
160,101145,2
9,100726,1
3846,100672,3
143,96456,2
3660,96051,3
61,92062,1
3779,91849,3
43,87749,1
3868,87613,3
41,83439,1
3807,83266,3
37,79140,1
3811,78977,3
57,74845,1
3772,74628,3
40,70536,1
3805,70366,3
42,66242,1
3806,66070,3
41,61947,1
1029,61774,3
2576,60541,3
68,57630,1
76,57406,1
61,56990,1
66,56738,1
508,615,3
786,896,3
803,913,3
91,913,1
77,573,1
265,295,2
854,949,3
598,51619,3
32,50677,1
689,50509,3
346,49637,3
69,49015,1
7,48731,1
3704,48690,3
7,44546,1
3747,44412,3
85,40357,1
3707,40048,3
40,36022,1
3687,35851,3
68,31842,1
3855,31661,3
102,27532,2
3946,27246,3
117,22964,2
3974,22638,3
221,18263,2
3867,17767,3
213,13526,2
3874,13044,3
250,8800,2
3873,8281,3
248,4038,2
3450,3520,3
124,103112,2
3794,102798,3
3836,98172,3
939,93979,3
99,92451,1
2346,92082,3
4207,89318,3
4318,84752,3
4343,80068,3
4369,75377,3
4189,70614,3
4292,66058,3
4415,61380,3
4381,56598,3
3577,51848,3
258,47884,2
4219,47333,3
4223,42764,3
4094,38164,3
4264,33727,3
4326,29087,3
4418,24381,3
4395,19583,3
4354,14834,3
4242,10123,3
4206,5503,3
591,942,3
54,55,1
3374,96419,3
4311,92655,3
4344,88000,3
4348,83285,3
4343,78561,3
4400,73858,3
4224,69080,3
4349,64480,3
4409,59756,3
4268,54963,3
4323,50316,3
804,45596,3
3043,44406,3
4360,41010,3
4166,36281,3
4259,31760,3
4377,27174,3
4387,22465,3
4256,17691,3
4337,13058,3
4353,8372,3
2636,3621,3
75,618,1
156,178,2
518,39644,3
4364,38831,3
4250,34161,3
89,29542,1
100,28982,2
3331,28640,3
4321,24955,3
4223,20273,3
4266,15678,3
4248,11062,3
4312,6412,3
206,1742,2
812,1374,3
308,337,3
2501,73031,3
4349,70169,3
4362,65442,3
3060,60707,3
770,57280,3
4314,56207,3
4187,51509,3
4356,46954,3
4344,42237,3
4180,37508,3
4351,32973,3
4373,28250,3
4289,23480,3
4303,18815,3
4359,14126,3
4257,9396,3
4259,4769,3
123,124,2
4230,40686,3
4313,36115,3
4299,31431,3
4347,26753,3
4403,22064,3
4147,17274,3
4195,12750,3
4312,8196,3
3443,3510,3
612,9787,3
402,8866,3
3736,8210,3
1672,4132,3
2172,2265,3
4339,35976,3
4218,31296,3
9,26725,1
4271,26672,3
4368,22054,3
4365,17319,3
4108,12566,3
4376,8099,3
3286,3355,3
663,48831,3
4232,47822,3
4343,43222,3
111,38175,2
1765,37757,3
1557,35804,3
4176,33822,3
4351,29288,3
4242,24570,3
4402,19961,3
4231,15193,3
4355,10592,3
4319,5829,3
194,1136,2
650,848,3
8,9327,1
48,9273,1
2881,9043,3
2413,5808,3
124,3111,2
384,2039,3
546,1401,3
37,591,1
437,535,3
199,614,2
195,217,2
805,900,3
794,900,3
34,645,1
347,372,3
172,192,2
862,958,3
777,884,3
742,848,3
245,916,2
381,411,3
852,948,3
2495,2755,3
1962,2076,3
1739,10828,3
3607,8773,3
113,5865,2
4025,5516,3
138,1173,2
850,950,3
2394,4586,3
1754,1868,3
1932,10824,3
3072,8576,3
606,10203,3
4023,9324,3
3939,4963,3
642,723,3
3125,10848,3
2571,7407,3
1117,10535,3
4009,9143,3
3999,4813,3
388,484,3
3665,10832,3
1807,6804,3
2206,10666,3
4411,8107,3
3255,3320,3
779,10716,3
4266,9620,3
4259,54671,3
4393,50037,3
424,45266,3
3664,44579,3
4244,40515,3
4412,35901,3
4167,31116,3
4239,26567,3
4414,21952,3
4374,17170,3
4296,12468,3
4235,7806,3
3096,3212,3
950,3690,3
2299,2356,3
1641,42115,3
4241,40110,3
140,35524,2
3647,34985,3
4285,30971,3
4354,26326,3
4234,21597,3
4399,16994,3
4201,12226,3
4247,7671,3
2995,3066,3
67,93318,1
463,93035,3
4252,92295,3
10,87666,1
2917,87605,3
801,84341,3
4397,83241,3
4363,78463,3
3917,73725,3
46,628,1
399,442,3
778,811,3
755,815,3
775,849,3
440,854,3
81,66,1
924,969,3
780,839,3
792,840,3
772,829,3
554,644,3
3585,59549,3
4330,55541,3
4399,50844,3
4357,46071,3
487,41388,3
86,40559,1
2983,40140,3
4214,36819,3
4213,32268,3
4260,27688,3
309,23058,3
3818,22509,3
4359,18323,3
4326,13558,3
4268,8860,3
4125,4214,3
4320,59760,3
4351,55061,3
4354,50342,3
933,45623,3
2861,44312,3
4337,41084,3
4228,36373,3
4242,31790,3
4371,27171,3
4379,22456,3
4106,17664,3
4324,13201,3
4206,8533,3
3894,3963,3
49,53800,1
4310,53531,3
4324,48796,3
301,44103,3
101,43141,2
2941,42768,3
108,39474,2
3785,39034,3
9,34890,1
4339,34829,3
4342,30145,3
4186,25387,3
4269,20808,3
4372,16172,3
4273,11438,3
4268,6766,3
2071,2140,3
795,92525,3
61,91363,1
325,91083,3
4095,90416,3
4334,85949,3
4362,81260,3
4373,76512,3
4385,71772,3
4366,67009,3
4352,62249,3
4305,57514,3
4219,52845,3
4280,48248,3
4136,43635,3
3528,39135,3
414,35311,3
4245,34503,3
4348,29903,3
4336,25191,3
4170,20494,3
4272,15952,3
4224,11303,3
4297,6706,3
1924,2039,3
1782,52810,3
3826,50291,3
1414,46115,3
57,44338,1
2291,44058,3
4377,41457,3
10,36725,1
4333,36668,3
4134,31982,3
592,914,3
95,124,1
1921,2042,3
1099,4040,3
2627,2754,3
1291,8041,3
4194,6564,3
2044,2171,3
1889,12130,3
4122,10042,3
4130,5710,3
532,1382,3
556,683,3
2641,3807,3
208,967,2
416,539,3
293,317,2
856,953,3
809,935,3
757,963,3
12,7,1
891,990,3
814,939,3
705,830,3
504,620,3
62,946,1
672,772,3
3198,23635,3
4195,20227,3
4151,15828,3
4052,11478,3
4216,7221,3
2679,2806,3
19,6,1
953,983,3
55,832,1
502,590,3
861,897,3
780,829,3
691,735,3
552,61966,3
4134,61089,3
4335,56642,3
3739,51918,3
41,47781,1
50,47470,1
3945,47270,3
34,42958,1
3860,42742,3
4376,38523,3
4223,33779,3
4198,29180,3
4355,24620,3
4377,19899,3
10,15144,1
4273,15087,3
4282,10465,3
4367,5841,3
874,1057,3
639,680,3
609,650,3
772,817,3
95,821,1
308,414,3
841,885,3
659,763,3
1822,2885,3
698,737,3
3408,23800,3
4323,20002,3
4211,15324,3
4247,10749,3
4392,6152,3
1332,1401,3
2752,51744,3
4367,48612,3
4301,43870,3
4387,39217,3
1401,34465,3
57,32781,1
1656,32572,3
285,3602,2
2959,3024,3
868,3742,3
2516,2584,3
1523,22738,3
4368,20907,3
4318,16198,3
4363,11498,3
4375,6767,3
10,2012,1
1908,1956,3
1930,11476,3
1852,9172,3
695,7128,3
59,6191,1
40,6022,1
55,5907,1
51,5762,1
55,5624,1
126,5478,2
66,5193,1
31,5029,1
6,4939,1
46,4749,1
25,4696,1
50,4664,1
34,4537,1
41,4442,1
41,4331,1
48,4223,1
45,4101,1
30,3985,1
29,3896,1
29,3811,1
37,3726,1
29,3625,1
29,3540,1
29,3455,1
10,3369,1
13,3328,1
14,3287,1
14,3244,1
13,3201,1
14,3160,1
13,3118,1
14,3076,1
14,3034,1
14,2992,1
13,2950,1
13,2908,1
14,2866,1
14,2824,1
14,2782,1
13,2740,1
13,2697,1
13,2655,1
19,2613,1
59,2565,1
47,2428,1
6,2315,1
8,2292,1
6,2260,1
5,2230,1
10,2209,1
45,2168,1
4,2058,1
297,2039,2
606,1446,3
16,833,1
239,683,2
330,386,3
130,3545,2
7,3342,1
794,3306,3
942,2348,3
772,1209,3
123,131,2
72,550,1
258,292,2
860,904,3
758,845,3
799,861,3
801,835,3
550,644,3
783,886,3
51,908,1
119,387,2
85,69,1
932,976,3
297,820,2
154,188,2
894,938,3
770,829,3
776,835,3
698,751,3
4205,18998,3
4306,14413,3
4313,9733,3
4357,5054,3
54,339,1
241,264,2
3529,3586,3
33,3515,1
3249,3306,3
614,59367,3
4215,58415,3
4317,53884,3
632,49220,3
45,48333,1
3186,48154,3
4188,44617,3
4348,40070,3
4183,35341,3
4333,30809,3
4340,26124,3
4371,21414,3
4308,16694,3
4198,12008,3
4314,7411,3
2619,2734,3
1439,32752,3
4368,31014,3
4334,26272,3
4401,21589,3
4339,16829,3
4270,12170,3
4285,7550,3
2791,2907,3
1271,17745,3
4344,16110,3
4403,11399,3
4374,6627,3
1789,1869,3
413,10022,3
54,9339,1
1285,9143,3
4063,7486,3
3018,3075,3
1007,34923,3
4256,33541,3
4368,28915,3
4308,24191,3
676,19504,3
785,837,3
683,743,3
772,834,3
420,832,3
69,57,1
925,971,3
758,822,3
1982,12555,3
4354,10209,3
4345,5491,3
68,788,1
648,699,3
9,59070,1
3063,58953,3
4328,55536,3
2028,50861,3
100,48333,2
1268,47968,3
4224,46351,3
635,41810,3
3217,40982,3
4203,37488,3
4156,32967,3
4174,28536,3
4101,24078,3
4200,19675,3
4145,15175,3
359,10741,3
6,9949,1
3287,9877,3
2181,6320,3
1630,3823,3
770,1956,3
800,983,3
16,13,1
266,272,2
828,929,3
183,937,2
391,491,3
834,934,3
838,939,3
838,939,3
493,16109,3
90,15346,1
3880,15128,3
4201,10965,3
139,6423,2
3998,6100,3
434,1722,3
798,1069,3
56,57,1
2459,100038,3
4192,97190,3
4341,92627,3
4304,87968,3
4205,83272,3
4323,78674,3
4308,74028,3
4170,69356,3
1923,64810,3
2170,81035,3
780,78504,3
564,1037,3
52,60,1
1946,2045,3
3924,74020,3
3942,69804,3
3930,65547,3
3905,61302,3
3890,57079,3
3926,52869,3
3837,48610,3
3928,44422,3
3940,40176,3
3945,35921,3
3901,31644,3
3902,27428,3
3904,23207,3
3917,18985,3
4119,14750,3
4370,10304,3
4317,5573,3
130,891,2
603,658,3
9,4557,1
2916,4505,3
624,1231,3
342,370,3
2934,135594,3
2275,132302,3
92,129455,1
924,129100,3
128,127878,2
3913,127401,3
86,123104,1
3817,122747,3
110,118556,2
3919,118111,3
107,113826,2
3951,113420,3
109,109088,2
3787,108682,3
92,104549,1
3924,104140,3
112,99850,2
3790,99434,3
119,95274,2
3942,94838,3
112,90527,2
3950,90103,3
112,85783,2
96,85363,1
50,84997,1
3317,84735,3
103,81048,2
3782,80635,3
100,76494,2
3819,76111,3
93,71992,1
3762,71637,3
117,67497,2
3751,67059,3
111,62933,2
3949,62517,3
4112,58165,3
4369,53667,3
4365,48934,3
2645,44153,3
79,41130,1
382,40679,3
134,40065,2
4388,39646,3
4191,34940,3
4392,30385,3
4364,25635,3
4229,20913,3
4228,16311,3
4233,11707,3
4396,7086,3
2208,2316,3
1575,59251,3
4212,57326,3
4363,52758,3
3322,48034,3
424,44297,3
4079,43552,3
4340,39112,3
4281,34424,3
4254,29767,3
4367,25152,3
4389,20465,3
4322,15676,3
4341,10980,3
4229,6250,3
1576,1634,3
2455,54658,3
4254,51826,3
2733,47192,3
88,43931,1
608,43595,3
4066,42598,3
4303,38160,3
4180,33506,3
4280,28958,3
4372,24312,3
4242,19539,3
4267,14929,3
4292,10295,3
4387,5599,3
115,846,2
531,627,3
110,144878,2
72,144463,1
2557,144146,3
4325,141199,3
4380,136485,3
9,131744,1
4140,131692,3
4263,127211,3
4400,122568,3
4390,117802,3
4341,113034,3
4221,108315,3
9,103732,1
4332,103683,3
4216,98994,3
4346,94472,3
4206,89795,3
4230,85175,3
4095,80561,3
4360,76103,3
4351,71390,3
4265,66633,3
4357,62011,3
4360,57292,3
1560,52549,3
88,50656,1
1920,50187,3
3110,47889,3
47,44373,1
356,44070,3
252,43424,2
3799,42825,3
242,38639,2
3885,38146,3
262,33894,2
3773,33366,3
214,29225,2
3885,28747,3
270,24493,2
3832,23956,3
225,19757,2
3886,19269,3
112,15029,2
3869,14654,3
236,10436,2
3890,9960,3
181,5659,2
3878,5214,3
207,969,2
37,661,1
511,529,3
3255,36116,3
208,32503,2
9,32001,1
3786,31944,3
171,27807,2
1537,27376,3
93,25321,1
1006,24935,3
123,23706,2
4280,23292,3
4188,18668,3
4307,14107,3
362,9433,3
3822,8870,3
4396,4724,3
4147,68821,3
188,64299,2
3687,63837,3
82,59750,1
3760,59498,3
3882,55336,3
1201,51137,3
52,49625,1
2302,49405,3
3988,46785,3
3979,42489,3
3974,38186,3
3989,33896,3
3976,29593,3
3981,25302,3
4002,21006,3
3995,16698,3
3974,12394,3
3984,8099,3
3668,3779,3
61,94660,1
462,468,3
888,930,3
789,848,3
793,848,3
130,849,2
227,427,2
131,108,2
936,973,3
2724,88563,3
102,85487,2
3843,85193,3
148,81032,2
3960,80642,3
150,76349,2
3964,75961,3
97,71618,1
3781,71346,3
279,67197,2
3852,66649,3
248,62476,2
3906,61980,3
138,57635,2
3734,57249,3
128,53136,2
3875,52759,3
225,48504,2
3292,48006,3
49,44325,1
172,43985,2
3803,3900,3
4211,39437,3
4398,34870,3
4353,30113,3
4250,25397,3
4369,20770,3
4367,16018,3
4362,11262,3
4219,6527,3
976,1944,3
86,632,1
211,221,2
2314,40610,3
4267,37945,3
2977,33316,3
82,29780,1
269,29483,2
4280,28912,3
4339,24292,3
4397,19590,3
4348,14827,3
4364,10115,3
4190,5366,3
247,819,2
319,348,3
3322,114508,3
4386,110840,3
9,106097,1
4342,106045,3
1275,101356,3
57,99719,1
2450,99419,3
4206,96617,3
4246,92014,3
4416,87407,3
4189,82622,3
4208,77999,3
4352,73414,3
4370,68685,3
4345,63924,3
4364,59222,3
4359,54509,3
4243,49775,3
131,45172,2
3717,3772,3
3564,3614,3
473,36798,3
4321,35983,3
4285,31283,3
4357,26617,3
4372,21881,3
4262,17134,3
4353,12493,3
4408,7787,3
2912,2991,3
496,10340,3
127,3834,2
3353,3420,3
709,3737,3
199,2740,2
2287,2339,3
613,1502,3
472,2831,3
1968,2045,3
2092,31459,3
4375,28990,3
4368,24232,3
4363,19494,3
4188,14764,3
4350,10203,3
4354,5488,3
45,762,1
646,696,3
9,48911,1
3239,48860,3
2264,45272,3
796,42768,3
750,3776,3
1987,2741,3
113,203,2
767,888,3
423,3887,3
102,3148,2
3023,3897,3
652,701,3
5,31498,1
58,31468,1
46,31337,1
54,31226,1
140,31099,2
46,30776,1
46,30654,1
39,30547,1
27,30450,1
26,30378,1
26,30308,1
26,30238,1
26,30168,1
28,30099,1
26,30025,1
26,29955,1
17,29884,1
13,29834,1
12,29796,1
13,29759,1
14,29720,1
13,29680,1
14,29642,1
14,29603,1
14,29564,1
14,29524,1
14,29485,1
14,29447,1
13,29406,1
12,29368,1
14,29331,1
13,29293,1
14,29256,1
14,29217,1
14,29179,1
14,29139,1
12,29099,1
14,29063,1
13,29024,1
14,28985,1
14,28946,1
14,28907,1
13,28867,1
13,28827,1
19,28789,1
62,28742,1
48,28604,1
5,28493,1
9,28474,1
5,28444,1
5,28420,1
11,28401,1
45,28367,1
5,28263,1
138,28247,2
42,27852,1
505,27806,3
251,27235,2
17,26979,1
30,26958,1
28,26925,1
562,26894,3
2552,26130,3
576,26130,3
4324,22521,3
4280,17823,3
4372,13201,3
4309,8457,3
3681,3801,3
46,10558,1
56,10210,1
3954,9957,3
902,5625,3
2853,4324,3
322,1113,3
235,573,2
348,695,3
640,723,3
801,896,3
639,745,3
835,880,3
779,847,3
771,825,3
206,766,2
259,288,2
884,928,3
778,833,3
1718,1831,3
2256,2310,3
802,2285,3
140,1177,2
866,949,3
2245,2323,3
3938,50310,3
4159,45964,3
4186,41438,3
4379,36867,3
4248,32109,3
4117,27480,3
8,23010,1
4163,22964,3
4327,18450,3
4236,13758,3
4380,9139,3
4263,4375,3
3967,67151,3
4219,62846,3
4327,58241,3
4363,53536,3
4108,48808,3
4057,44081,3
4132,39642,3
4347,35140,3
4127,30452,3
4316,25983,3
4348,21323,3
4260,16570,3
4107,11950,3
4170,7477,3
2910,3003,3
805,140694,3
3925,139547,3
3999,135306,3
431,130984,3
78,130128,1
2881,129874,3
3997,126684,3
3997,122389,3
3978,118081,3
3993,113787,3
3946,109473,3
4008,105209,3
3994,100885,3
3974,96553,3
3996,92266,3
2272,87955,3
38,85439,1
784,85296,3
360,84272,3
4126,83542,3
4177,79103,3
